dt;year; AverageTemperature ;Country
1-09-2002;2002; 23.347 ;Paraguay
1-04-1989;1989; 23.346 ;Paraguay
1-05-1992;1992; 23.342 ;Ecuador
1-07-1985;1985; 23.341 ;Brazil
1-12-2012;2012; 23.336 ;Bolivia
1-12-1993;1993; 23.335 ;Bolivia
1-12-1986;1986; 23.334 ;Bolivia
1-02-1995;1995; 23.332 ;Ecuador
1-03-1973;1973; 23.329 ;Ecuador
1-01-1970;1970; 23.325 ;Uruguay
1-01-1975;1975; 23.323 ;Uruguay
1-03-2002;2002; 23.323 ;Ecuador
1-06-1988;1988; 23.321 ;Brazil
1-04-2003;2003; 23.314 ;Paraguay
1-07-1992;1992; 23.313 ;Brazil
1-02-1998;1998; 23.311 ;Bolivia
1-06-1976;1976; 23.308 ;Brazil
1-03-1991;1991; 23.306 ;Ecuador
1-12-2006;2006; 23.303 ;Bolivia
1-04-1983;1983; 23.301 ;Ecuador
1-05-2002;2002; 23.301 ;Ecuador
1-02-1990;1990; 23.284 ;Uruguay
1-01-2013;2013; 23.274 ;Bolivia
1-12-2002;2002; 23.273 ;Bolivia
1-02-1992;1992; 23.271 ;Ecuador
1-10-1970;1970; 23.263 ;Bolivia
1-02-2003;2003; 23.262 ;Ecuador
1-12-1982;1982; 23.259 ;Bolivia
1-01-1992;1992; 23.256 ;Ecuador
1-01-2007;2007; 23.252 ;Ecuador
1-12-2004;2004; 23.245 ;Bolivia
1-02-1996;1996; 23.241 ;Uruguay
1-02-2013;2013; 23.241 ;Uruguay
1-02-1977;1977; 23.239 ;Uruguay
1-02-1987;1987; 23.239 ;Ecuador
1-12-1994;1994; 23.239 ;Bolivia
1-09-1982;1982; 23.229 ;Paraguay
1-11-1982;1982; 23.229 ;Bolivia
1-03-2002;2002; 23.226 ;Bolivia
1-02-1973;1973; 23.223 ;Ecuador
1-11-2006;2006; 23.222 ;Bolivia
1-01-2005;2005; 23.219 ;Bolivia
1-07-1990;1990; 23.216 ;Brazil
1-02-1973;1973; 23.215 ;Bolivia
1-12-2002;2002; 23.214 ;Ecuador
1-02-2002;2002; 23.208 ;Ecuador
1-11-2005;2005; 23.202 ;Bolivia
1-03-1997;1997; 23.201 ;Ecuador
1-05-1997;1997; 23.195 ;Ecuador
1-02-2004;2004; 23.194 ;Ecuador
1-02-1988;1988; 23.188 ;Ecuador
1-03-1998;1998; 23.182 ;Bolivia
1-11-1979;1979; 23.169 ;Bolivia
1-03-1990;1990; 23.168 ;Ecuador
1-03-1995;1995; 23.167 ;Ecuador
1-02-2005;2005; 23.165 ;Ecuador
1-01-1973;1973; 23.157 ;Ecuador
1-10-1994;1994; 23.156 ;Bolivia
1-01-2002;2002; 23.153 ;Ecuador
1-01-1971;1971; 23.151 ;Uruguay
1-06-1983;1983; 23.151 ;Ecuador
1-03-2006;2006; 23.149 ;Bolivia
1-10-1973;1973; 23.136 ;Bolivia
1-12-2009;2009; 23.135 ;Ecuador
1-10-2009;2009; 23.127 ;Bolivia
1-12-1992;1992; 23.122 ;Bolivia
1-02-1975;1975; 23.117 ;Uruguay
1-04-1997;1997; 23.117 ;Paraguay
1-09-2003;2003; 23.117 ;Paraguay
1-12-2004;2004; 23.116 ;Ecuador
1-12-1987;1987; 23.115 ;Ecuador
1-12-1999;1999; 23.115 ;Uruguay
1-05-1991;1991; 23.111 ;Ecuador
1-02-1991;1991; 23.105 ;Ecuador
1-06-1971;1971; 23.102 ;Brazil
1-01-1995;1995; 23.102 ;Bolivia
1-09-1988;1988; 23.099 ;Paraguay
1-03-2004;2004; 23.098 ;Bolivia
1-03-2005;2005; 23.097 ;Bolivia
1-04-1995;1995; 23.083 ;Ecuador
1-06-1979;1979; 23.081 ;Brazil
1-11-1985;1985; 23.081 ;Bolivia
1-04-1987;1987; 23.081 ;Ecuador
1-12-1980;1980; 23.079 ;Bolivia
1-03-2002;2002; 23.075 ;Uruguay
1-12-1982;1982; 23.073 ;Ecuador
1-01-2003;2003; 23.072 ;Bolivia
1-12-2003;2003; 23.072 ;Bolivia
1-12-1998;1998; 23.071 ;Bolivia
1-02-1991;1991; 23.068 ;Bolivia
1-01-1994;1994; 23.068 ;Bolivia
1-01-2000;2000; 23.068 ;Bolivia
1-10-1979;1979; 23.066 ;Bolivia
1-02-1976;1976; 23.064 ;Uruguay
1-07-1989;1989; 23.064 ;Brazil
1-01-1995;1995; 23.062 ;Ecuador
1-09-1999;1999; 23.062 ;Bolivia
1-02-1991;1991; 23.059 ;Uruguay
1-03-2003;2003; 23.059 ;Ecuador
1-12-1991;1991; 23.052 ;Uruguay
1-02-2005;2005; 23.048 ;Bolivia
1-04-2003;2003; 23.047 ;Ecuador
1-12-1976;1976; 23.045 ;Bolivia
1-01-1987;1987; 23.045 ;Bolivia
1-01-1986;1986; 23.043 ;Bolivia
1-02-1999;1999; 23.043 ;Bolivia
1-09-1984;1984; 23.039 ;Paraguay
1-06-1985;1985; 23.036 ;Brazil
1-03-1982;1982; 23.031 ;Ecuador
1-11-2004;2004; 23.026 ;Bolivia
1-12-1991;1991; 23.024 ;Ecuador
1-01-1994;1994; 23.024 ;Uruguay
1-08-2002;2002; 23.024 ;Paraguay
1-10-2007;2007; 23.022 ;Bolivia
1-02-1999;1999; 23.018 ;Uruguay
1-11-1982;1982; 23.016 ;Ecuador
1-10-1978;1978; 23.013 ;Bolivia
1-03-2006;2006; 23.012 ;Ecuador
1-04-1993;1993; 23.008 ;Ecuador
1-12-1988;1988; 23.006 ;Bolivia
1-12-2011;2011; 23.003 ;Bolivia
1-11-1987;1987; 23.002 ;Ecuador
1-01-1991;1991; 23.001 ;Uruguay
1-12-1982;1982; 22.995 ;Uruguay
1-02-1983;1983; 22.995 ;Uruguay
1-03-1988;1988; 22.992 ;Ecuador
1-01-1991;1991; 22.992 ;Bolivia
1-04-2007;2007; 22.983 ;Ecuador
1-03-2013;2013; 22.983 ;Ecuador
1-06-2012;2012; 22.981 ;Ecuador
1-02-1980;1980; 22.976 ;Ecuador
1-03-1981;1981; 22.975 ;Ecuador
1-05-1993;1993; 22.972 ;Ecuador
1-12-2006;2006; 22.971 ;Ecuador
1-02-1987;1987; 22.968 ;Bolivia
1-03-2005;2005; 22.967 ;Ecuador
1-12-1972;1972; 22.963 ;Ecuador
1-12-2009;2009; 22.959 ;Bolivia
1-04-1990;1990; 22.955 ;Ecuador
1-05-2012;2012; 22.954 ;Ecuador
1-11-2009;2009; 22.952 ;Ecuador
1-07-1983;1983; 22.951 ;Ecuador
1-01-1977;1977; 22.949 ;Bolivia
1-03-1977;1977; 22.949 ;Ecuador
1-01-1987;1987; 22.948 ;Ecuador
1-02-1972;1972; 22.939 ;Uruguay
1-01-1988;1988; 22.939 ;Ecuador
1-12-1980;1980; 22.934 ;Uruguay
1-05-2003;2003; 22.933 ;Ecuador
1-02-2007;2007; 22.933 ;Bolivia
1-03-1991;1991; 22.929 ;Bolivia
1-05-1987;1987; 22.926 ;Ecuador
1-07-1988;1988; 22.924 ;Brazil
1-12-1989;1989; 22.923 ;Bolivia
1-01-2010;2010; 22.922 ;Bolivia
1-09-1978;1978; 22.921 ;Paraguay
1-09-1970;1970; 22.916 ;Paraguay
1-05-2009;2009; 22.914 ;Ecuador
1-02-1982;1982; 22.911 ;Ecuador
1-03-1980;1980; 22.907 ;Ecuador
1-10-2001;2001; 22.906 ;Bolivia
1-12-1972;1972; 22.898 ;Bolivia
1-01-2007;2007; 22.898 ;Bolivia
1-09-2009;2009; 22.898 ;Ecuador
1-12-2008;2008; 22.897 ;Bolivia
1-12-1977;1977; 22.896 ;Uruguay
1-10-1982;1982; 22.894 ;Bolivia
1-02-1997;1997; 22.889 ;Uruguay
1-01-2012;2012; 22.889 ;Bolivia
1-07-1975;1975; 7.051 ;Argentina
1-03-2007;2007; 22.885 ;Ecuador
1-02-2001;2001; 22.882 ;Ecuador
1-04-2002;2002; 22.879 ;Ecuador
1-03-1985;1985; 22.873 ;Bolivia
1-09-2012;2012; 22.869 ;Bolivia
1-05-2007;2007; 22.868 ;Ecuador
1-12-2004;2004; 22.865 ;Uruguay
1-01-1992;1992; 22.863 ;Bolivia
1-08-1997;1997; 22.863 ;Ecuador
1-10-1996;1996; 22.855 ;Bolivia
1-01-2006;2006; 22.854 ;Ecuador
1-02-2004;2004; 22.852 ;Uruguay
1-01-1991;1991; 22.849 ;Ecuador
1-05-1972;1972; 22.845 ;Paraguay
1-09-1997;1997; 22.843 ;Bolivia
1-04-1997;1997; 22.842 ;Ecuador
1-04-1991;1991; 22.841 ;Ecuador
1-11-1991;1991; 22.841 ;Bolivia
1-04-1977;1977; 22.839 ;Paraguay
1-04-2008;2008; 22.839 ;Paraguay
1-05-1980;1980; 22.838 ;Ecuador
1-11-1976;1976; 22.835 ;Bolivia
1-10-1983;1983; 22.834 ;Bolivia
1-02-2006;2006; 22.834 ;Ecuador
1-01-1990;1990; 22.829 ;Ecuador
1-04-1980;1980; 22.828 ;Ecuador
1-03-1987;1987; 22.827 ;Bolivia
1-05-2004;2004; 22.827 ;Ecuador
1-01-1999;1999; 22.825 ;Bolivia
1-11-2008;2008; 22.825 ;Uruguay
1-11-2004;2004; 22.822 ;Ecuador
1-12-1971;1971; 22.821 ;Bolivia
1-03-2001;2001; 22.821 ;Ecuador
1-02-1979;1979; 22.819 ;Ecuador
1-07-1981;1981; 22.819 ;Brazil
1-08-1979;1979; 22.813 ;Paraguay
1-12-1981;1981; 22.813 ;Bolivia
1-10-2004;2004; 22.808 ;Ecuador
1-11-2010;2010; 22.807 ;Bolivia
1-01-1980;1980; 22.806 ;Ecuador
1-01-2011;2011; 22.806 ;Bolivia
1-12-2003;2003; 22.802 ;Ecuador
1-06-1998;1998; 22.801 ;Ecuador
1-03-1988;1988; 22.798 ;Bolivia
1-12-2001;2001; 22.797 ;Bolivia
1-12-2001;2001; 22.796 ;Ecuador
1-11-2000;2000; 22.794 ;Bolivia
1-11-1977;1977; 22.793 ;Bolivia
1-04-2009;2009; 22.788 ;Ecuador
1-06-1987;1987; 22.786 ;Ecuador
1-04-2004;2004; 22.784 ;Ecuador
1-12-1994;1994; 22.782 ;Ecuador
1-03-1999;1999; 22.782 ;Ecuador
1-10-1991;1991; 22.779 ;Bolivia
1-02-1990;1990; 22.778 ;Ecuador
1-01-1999;1999; 22.777 ;Uruguay
1-01-1977;1977; 22.775 ;Ecuador
1-11-1996;1996; 22.773 ;Bolivia
1-12-1985;1985; 22.772 ;Uruguay
1-05-2005;2005; 22.772 ;Ecuador
1-10-1989;1989; 22.768 ;Bolivia
1-11-2003;2003; 22.768 ;Ecuador
1-10-1976;1976; 22.767 ;Bolivia
1-10-2006;2006; 22.767 ;Ecuador
1-12-1977;1977; 22.763 ;Bolivia
1-02-1989;1989; 22.762 ;Bolivia
1-04-2013;2013; 22.762 ;Ecuador
1-11-1972;1972; 22.761 ;Ecuador
1-03-2012;2012; 22.759 ;Ecuador
1-03-1993;1993; 22.754 ;Bolivia
1-09-2010;2010; 22.753 ;Paraguay
1-03-1985;1985; 22.751 ;Ecuador
1-02-1978;1978; 22.749 ;Bolivia
1-12-1978;1978; 22.749 ;Uruguay
1-03-2007;2007; 22.747 ;Bolivia
1-11-2002;2002; 22.745 ;Ecuador
1-02-1997;1997; 22.744 ;Ecuador
1-11-2007;2007; 22.733 ;Bolivia
1-04-2006;2006; 22.729 ;Ecuador
1-12-1977;1977; 22.728 ;Ecuador
1-03-1987;1987; 22.728 ;Uruguay
1-09-2006;2006; 22.727 ;Paraguay
1-05-2011;2011; 22.726 ;Ecuador
1-05-1988;1988; 22.725 ;Ecuador
1-05-2002;2002; 22.725 ;Paraguay
1-02-2009;2009; 22.721 ;Bolivia
1-05-1995;1995; 22.718 ;Ecuador
1-11-1983;1983; 22.717 ;Bolivia
1-10-1998;1998; 22.716 ;Bolivia
1-02-1998;1998; 22.715 ;Peru
1-01-1971;1971; 22.714 ;Bolivia
1-03-1996;1996; 22.711 ;Ecuador
1-01-2006;2006; 22.703 ;Bolivia
1-02-1970;1970; 22.701 ;Ecuador
1-05-1990;1990; 22.701 ;Ecuador
1-04-2001;2001; 22.701 ;Ecuador
1-03-1991;1991; 22.699 ;Uruguay
1-03-1994;1994; 22.699 ;Ecuador
1-03-1978;1978; 22.695 ;Ecuador
1-07-1975;1975; 22.693 ;Brazil
1-11-1980;1980; 22.693 ;Bolivia
1-12-1979;1979; 22.691 ;Bolivia
1-11-2006;2006; 22.687 ;Ecuador
1-03-1970;1970; 22.686 ;Ecuador
1-11-2012;2012; 22.686 ;Ecuador
1-01-1982;1982; 22.684 ;Bolivia
1-10-2011;2011; 22.684 ;Bolivia
1-12-2000;2000; 22.683 ;Bolivia
1-11-1975;1975; 22.678 ;Bolivia
1-02-1994;1994; 22.678 ;Uruguay
1-12-1993;1993; 22.674 ;Ecuador
1-01-1980;1980; 22.669 ;Bolivia
1-11-1989;1989; 22.669 ;Ecuador
1-06-1991;1991; 22.668 ;Ecuador
1-10-1975;1975; 22.667 ;Bolivia
1-12-1975;1975; 22.667 ;Bolivia
1-04-1973;1973; 22.661 ;Ecuador
1-11-1973;1973; 22.661 ;Bolivia
1-04-1988;1988; 22.661 ;Ecuador
1-04-2012;2012; 22.661 ;Ecuador
1-01-2013;2013; 22.659 ;Ecuador
1-11-1990;1990; 22.656 ;Ecuador
1-02-1993;1993; 22.656 ;Ecuador
1-10-2000;2000; 22.656 ;Bolivia
1-02-2002;2002; 22.655 ;Uruguay
1-11-1971;1971; 22.654 ;Bolivia
1-01-1990;1990; 22.648 ;Bolivia
1-04-1981;1981; 22.646 ;Ecuador
1-05-1994;1994; 22.641 ;Ecuador
1-03-2009;2009; 22.637 ;Uruguay
1-11-2001;2001; 22.636 ;Ecuador
1-03-2009;2009; 22.635 ;Ecuador
1-03-1993;1993; 22.634 ;Uruguay
1-10-1972;1972; 22.628 ;Bolivia
1-10-2003;2003; 22.627 ;Bolivia
1-03-1992;1992; 22.624 ;Bolivia
1-12-2000;2000; 22.621 ;Uruguay
1-03-1995;1995; 22.619 ;Bolivia
1-05-2006;2006; 22.618 ;Ecuador
1-01-1993;1993; 22.615 ;Ecuador
1-09-1987;1987; 22.614 ;Ecuador
1-02-1994;1994; 22.614 ;Ecuador
1-03-1993;1993; 22.611 ;Ecuador
1-10-2009;2009; 22.611 ;Ecuador
1-06-2011;2011; 22.607 ;Ecuador
1-12-1981;1981; 22.606 ;Ecuador
1-02-1988;1988; 22.606 ;Bolivia
1-02-2003;2003; 22.606 ;Bolivia
1-01-1989;1989; 22.605 ;Bolivia
1-12-1990;1990; 22.602 ;Ecuador
1-03-1994;1994; 22.597 ;Bolivia
1-04-1978;1978; 22.596 ;Paraguay
1-11-1991;1991; 22.594 ;Ecuador
1-02-2000;2000; 22.592 ;Bolivia
1-04-1970;1970; 22.583 ;Ecuador
1-01-2009;2009; 22.583 ;Bolivia
1-03-2010;2010; 22.583 ;Uruguay
1-04-1979;1979; 22.582 ;Ecuador
1-02-1995;1995; 22.582 ;Bolivia
1-12-1984;1984; 22.579 ;Bolivia
1-03-2004;2004; 22.579 ;Uruguay
1-03-1984;1984; 22.574 ;Bolivia
1-02-2004;2004; 22.574 ;Bolivia
1-09-2006;2006; 22.574 ;Ecuador
1-02-1988;1988; 22.565 ;Uruguay
1-02-2001;2001; 22.562 ;Bolivia
1-02-1985;1985; 22.557 ;Bolivia
1-03-1976;1976; 16 ;Argentina
1-10-2003;2003; 22.556 ;Ecuador
1-06-1993;1993; 22.555 ;Ecuador
1-04-2008;2008; 22.555 ;Ecuador
1-01-1976;1976; 21.204 ;Argentina
1-06-1992;1992; 22.553 ;Ecuador
1-01-1978;1978; 22.549 ;Ecuador
1-01-1993;1993; 22.549 ;Bolivia
1-04-1986;1986; 22.547 ;Ecuador
1-12-1989;1989; 22.547 ;Ecuador
1-03-1977;1977; 22.546 ;Bolivia
1-11-1998;1998; 22.546 ;Ecuador
1-02-1977;1977; 22.545 ;Bolivia
1-01-1981;1981; 22.543 ;Ecuador
1-10-1972;1972; 22.539 ;Ecuador
1-12-1986;1986; 22.538 ;Ecuador
1-12-1996;1996; 22.536 ;Bolivia
1-12-1992;1992; 22.535 ;Ecuador
1-11-1984;1984; 22.531 ;Bolivia
1-12-1976;1976; 22.529 ;Ecuador
1-03-1984;1984; 22.529 ;Ecuador
1-02-1970;1970; 22.528 ;Bolivia
1-06-2009;2009; 22.528 ;Ecuador
1-12-1986;1986; 22.525 ;Uruguay
1-02-2013;2013; 22.525 ;Ecuador
1-10-2002;2002; 22.524 ;Ecuador
1-04-1983;1983; 22.519 ;Bolivia
1-08-1983;1983; 22.513 ;Ecuador
1-03-2013;2013; 22.509 ;Bolivia
1-02-1996;1996; 22.507 ;Bolivia
1-02-2012;2012; 22.507 ;Bolivia
1-05-1979;1979; 22.506 ;Ecuador
1-11-1983;1983; 22.506 ;Ecuador
1-12-1981;1981; 22.502 ;Uruguay
1-02-1981;1981; 22.498 ;Ecuador
1-05-2013;2013; 22.497 ;Ecuador
1-03-2011;2011; 22.496 ;Ecuador
1-02-1994;1994; 22.494 ;Bolivia
1-04-1996;1996; 22.494 ;Ecuador
1-11-1978;1978; 22.492 ;Ecuador
1-02-1980;1980; 22.489 ;Bolivia
1-06-1995;1995; 22.489 ;Ecuador
1-02-1979;1979; 22.488 ;Bolivia
1-02-1976;1976; 20.497 ;Argentina
1-03-1996;1996; 22.485 ;Bolivia
1-04-1994;1994; 22.484 ;Ecuador
1-10-1987;1987; 22.479 ;Ecuador
1-12-1976;1976; 19.772 ;Argentina
1-01-1999;1999; 22.475 ;Ecuador
1-12-1998;1998; 22.474 ;Ecuador
1-09-1987;1987; 22.473 ;Bolivia
1-03-1992;1992; 22.469 ;Uruguay
1-05-1996;1996; 22.468 ;Ecuador
1-03-1972;1972; 22.467 ;Ecuador
1-09-1975;1975; 22.467 ;Paraguay
1-09-2002;2002; 22.467 ;Ecuador
1-09-1998;1998; 22.465 ;Ecuador
1-03-1998;1998; 22.464 ;Peru
1-04-1999;1999; 22.464 ;Paraguay
1-02-1996;1996; 22.459 ;Ecuador
1-10-2010;2010; 22.456 ;Bolivia
1-12-1999;1999; 22.455 ;Bolivia
1-02-2011;2011; 22.455 ;Ecuador
1-02-1975;1975; 22.453 ;Bolivia
1-11-2000;2000; 22.452 ;Ecuador
1-10-1971;1971; 22.448 ;Paraguay
1-04-1972;1972; 22.446 ;Ecuador
1-01-1978;1978; 22.445 ;Bolivia
1-05-1982;1982; 22.445 ;Ecuador
1-01-1998;1998; 22.445 ;Uruguay
1-03-1975;1975; 22.444 ;Ecuador
1-09-1995;1995; 22.441 ;Bolivia
1-01-1982;1982; 22.439 ;Ecuador
1-12-1973;1973; 22.437 ;Bolivia
1-12-2000;2000; 22.437 ;Ecuador
1-11-1976;1976; 18.338 ;Argentina
1-10-1992;1992; 22.435 ;Bolivia
1-12-2012;2012; 22.433 ;Ecuador
1-11-2005;2005; 22.432 ;Ecuador
1-04-1977;1977; 22.426 ;Ecuador
1-10-1976;1976; 15.097 ;Argentina
1-02-1982;1982; 22.419 ;Bolivia
1-12-2008;2008; 22.419 ;Ecuador
1-04-1982;1982; 22.417 ;Ecuador
1-10-1998;1998; 22.417 ;Ecuador
1-09-1970;1970; 22.416 ;Bolivia
1-03-1971;1971; 22.415 ;Bolivia
1-03-1976;1976; 22.415 ;Ecuador
1-05-1978;1978; 22.415 ;Ecuador
1-01-1994;1994; 22.414 ;Ecuador
1-06-2003;2003; 22.411 ;Paraguay
1-01-1998;1998; 22.407 ;Peru
1-12-1996;1996; 22.405 ;Ecuador
1-04-1973;1973; 22.401 ;Bolivia
1-11-1992;1992; 22.397 ;Bolivia
1-09-2004;2004; 22.395 ;Ecuador
1-07-1972;1972; 22.394 ;Ecuador
1-03-2012;2012; 22.394 ;Bolivia
1-04-1995;1995; 22.393 ;Paraguay
1-03-1996;1996; 22.393 ;Uruguay
1-04-2000;2000; 22.392 ;Ecuador
1-03-1981;1981; 22.386 ;Bolivia
1-02-1978;1978; 22.384 ;Uruguay
1-07-2009;2009; 22.381 ;Ecuador
1-05-1986;1986; 22.379 ;Ecuador
1-01-2001;2001; 22.376 ;Ecuador
1-12-1980;1980; 22.374 ;Ecuador
1-12-2007;2007; 22.373 ;Bolivia
1-02-2009;2009; 22.371 ;Ecuador
1-04-1976;1976; 13.696 ;Argentina
1-12-1978;1978; 22.365 ;Bolivia
1-03-1982;1982; 22.365 ;Uruguay
1-06-2010;2010; 22.364 ;Ecuador
1-04-2011;2011; 22.364 ;Ecuador
1-09-2008;2008; 22.362 ;Ecuador
1-11-1995;1995; 22.359 ;Ecuador
1-02-2008;2008; 22.359 ;Bolivia
1-05-1973;1973; 22.356 ;Ecuador
1-08-2006;2006; 22.354 ;Ecuador
1-01-1972;1972; 22.352 ;Bolivia
1-06-1972;1972; 22.351 ;Ecuador
1-01-1996;1996; 22.348 ;Bolivia
1-09-1972;1972; 22.344 ;Ecuador
1-02-2002;2002; 22.344 ;Bolivia
1-12-2011;2011; 22.343 ;Ecuador
1-10-1980;1980; 22.342 ;Bolivia
1-02-1990;1990; 22.342 ;Bolivia
1-04-1975;1975; 22.338 ;Ecuador
1-06-1990;1990; 22.332 ;Ecuador
1-02-1992;1992; 22.332 ;Bolivia
1-11-1994;1994; 22.332 ;Ecuador
1-04-1985;1985; 22.328 ;Ecuador
1-12-1978;1978; 22.327 ;Ecuador
1-08-2005;2005; 22.324 ;Paraguay
1-01-1975;1975; 22.323 ;Bolivia
1-11-1992;1992; 22.322 ;Ecuador
1-11-1998;1998; 22.319 ;Bolivia
1-04-2004;2004; 22.318 ;Bolivia
1-12-2007;2007; 22.318 ;Uruguay
1-01-1997;1997; 22.313 ;Ecuador
1-09-2010;2010; 22.312 ;Bolivia
1-09-1976;1976; 12.164 ;Argentina
1-03-2003;2003; 22.306 ;Bolivia
1-12-1984;1984; 22.305 ;Ecuador
1-08-1996;1996; 22.304 ;Paraguay
1-03-1972;1972; 22.302 ;Bolivia
1-09-1982;1982; 22.299 ;Ecuador
1-10-2000;2000; 22.299 ;Ecuador
1-12-2005;2005; 22.298 ;Ecuador
1-10-1995;1995; 22.296 ;Ecuador
1-10-1986;1986; 22.295 ;Bolivia
1-11-1986;1986; 22.294 ;Ecuador
1-06-1980;1980; 22.292 ;Ecuador
1-02-1993;1993; 22.292 ;Bolivia
1-08-1998;1998; 22.292 ;Ecuador
1-03-1986;1986; 22.288 ;Ecuador
1-04-1978;1978; 22.283 ;Ecuador
1-08-1987;1987; 22.283 ;Ecuador
1-10-1994;1994; 22.283 ;Ecuador
1-01-2008;2008; 22.283 ;Bolivia
1-08-2012;2012; 22.281 ;Paraguay
1-04-1986;1986; 22.279 ;Bolivia
1-09-1988;1988; 22.279 ;Bolivia
1-04-1999;1999; 22.277 ;Ecuador
1-11-1979;1979; 22.276 ;Ecuador
1-09-1995;1995; 22.276 ;Ecuador
1-08-2011;2011; 22.276 ;Ecuador
1-03-2000;2000; 22.274 ;Ecuador
1-12-2005;2005; 22.273 ;Bolivia
1-01-2009;2009; 22.273 ;Ecuador
1-03-1999;1999; 22.272 ;Bolivia
1-03-1975;1975; 22.269 ;Bolivia
1-07-1987;1987; 22.267 ;Ecuador
1-11-2008;2008; 22.267 ;Ecuador
1-11-1993;1993; 22.262 ;Ecuador
1-08-2003;2003; 22.262 ;Ecuador
1-05-1981;1981; 22.261 ;Ecuador
1-11-2011;2011; 22.259 ;Ecuador
1-11-1999;1999; 22.257 ;Ecuador
1-09-2005;2005; 22.257 ;Ecuador
1-10-2012;2012; 22.254 ;Ecuador
1-09-1983;1983; 22.253 ;Ecuador
1-05-1976;1976; 11.254 ;Argentina
1-01-1983;1983; 22.245 ;Peru
1-05-2001;2001; 22.245 ;Ecuador
1-01-2001;2001; 22.244 ;Bolivia
1-08-1972;1972; 22.242 ;Ecuador
1-03-1983;1983; 22.238 ;Peru
1-02-1998;1998; 22.238 ;Uruguay
1-02-2012;2012; 22.237 ;Ecuador
1-01-1986;1986; 22.234 ;Ecuador
1-10-2001;2001; 22.234 ;Ecuador
1-03-1989;1989; 22.232 ;Ecuador
1-10-1982;1982; 22.229 ;Ecuador
1-02-1986;1986; 22.229 ;Ecuador
1-02-1972;1972; 22.224 ;Bolivia
1-08-1976;1976; 9.396 ;Argentina
1-03-2008;2008; 22.223 ;Uruguay
1-05-1977;1977; 22.217 ;Ecuador
1-02-1999;1999; 22.214 ;Ecuador
1-06-1982;1982; 22.213 ;Ecuador
1-07-1976;1976; 7.839 ;Argentina
1-11-1996;1996; 22.206 ;Ecuador
1-09-2004;2004; 22.204 ;Bolivia
1-03-2007;2007; 22.203 ;Uruguay
1-09-2010;2010; 22.202 ;Ecuador
1-01-1972;1972; 22.201 ;Ecuador
1-02-1983;1983; 22.197 ;Peru
1-01-2008;2008; 22.197 ;Ecuador
1-12-1995;1995; 22.191 ;Ecuador
1-04-1984;1984; 22.183 ;Ecuador
1-05-1977;1977; 11 ;Argentina
1-01-2012;2012; 22.176 ;Ecuador
1-04-1976;1976; 22.175 ;Ecuador
1-01-1996;1996; 22.175 ;Ecuador
1-03-1989;1989; 22.174 ;Bolivia
1-06-2002;2002; 22.172 ;Ecuador
1-10-2010;2010; 22.172 ;Ecuador
1-02-1986;1986; 22.169 ;Bolivia
1-05-1984;1984; 22.168 ;Ecuador
1-05-2000;2000; 22.168 ;Ecuador
1-01-1977;1977; 21.406 ;Argentina
1-11-1976;1976; 22.165 ;Ecuador
1-11-1977;1977; 22.161 ;Ecuador
1-10-1979;1979; 22.155 ;Ecuador
1-02-2011;2011; 22.155 ;Bolivia
1-05-2008;2008; 22.153 ;Ecuador
1-07-2008;2008; 22.152 ;Paraguay
1-05-1976;1976; 22.151 ;Ecuador
1-10-1981;1981; 22.151 ;Bolivia
1-12-1985;1985; 22.146 ;Ecuador
1-07-2002;2002; 22.146 ;Ecuador
1-09-2009;2009; 22.144 ;Paraguay
1-10-1993;1993; 22.142 ;Ecuador
1-09-1971;1971; 22.139 ;Bolivia
1-02-1976;1976; 22.139 ;Bolivia
1-09-2011;2011; 22.138 ;Ecuador
1-12-1977;1977; 20.802 ;Argentina
1-09-1990;1990; 22.134 ;Ecuador
1-10-1990;1990; 22.132 ;Ecuador
1-02-1977;1977; 20.371 ;Argentina
1-03-1977;1977; 18.792 ;Argentina
1-05-1970;1970; 22.121 ;Ecuador
1-03-1973;1973; 22.114 ;Uruguay
1-12-1970;1970; 22.112 ;Ecuador
1-04-1976;1976; 22.111 ;Paraguay
1-08-1988;1988; 22.111 ;Paraguay
1-02-2000;2000; 22.108 ;Ecuador
1-06-2008;2008; 22.101 ;Ecuador
1-12-2009;2009; 22.099 ;Uruguay
1-05-2009;2009; 22.097 ;Paraguay
1-01-1985;1985; 22.095 ;Ecuador
1-11-1977;1977; 18.499 ;Argentina
1-10-1977;1977; 16.558 ;Argentina
1-04-1977;1977; 15.387 ;Argentina
1-11-1999;1999; 22.089 ;Bolivia
1-09-1984;1984; 22.088 ;Bolivia
1-04-1987;1987; 22.088 ;Bolivia
1-07-2012;2012; 22.087 ;Ecuador
1-12-1983;1983; 22.086 ;Ecuador
1-09-2000;2000; 22.086 ;Paraguay
1-07-1998;1998; 22.084 ;Ecuador
1-02-1997;1997; 22.079 ;Bolivia
1-01-1984;1984; 22.076 ;Bolivia
1-09-1977;1977; 13.837 ;Argentina
1-03-1997;1997; 22.072 ;Bolivia
1-03-1970;1970; 22.058 ;Uruguay
1-07-1978;1978; 22.057 ;Paraguay
1-12-1997;1997; 22.057 ;Peru
1-08-2008;2008; 22.055 ;Ecuador
1-10-1992;1992; 22.054 ;Ecuador
1-05-1985;1985; 22.051 ;Paraguay
1-09-1979;1979; 22.049 ;Ecuador
